road,suburb,county,state_district,state,ISO3166-2-lvl4,postcode,country,country_code,city,neighbourhood,village,city_district,amenity,house_number,tourism,shop,man_made,town,healthcare,municipality,district,industrial,highway,building,residential,office,historic,railway,place
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Mangadu,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,602101,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Westcott Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 115,,,,,,,,,,,,,Royapettah Hospital,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Mangadu,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,602101,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,,,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Mangadu,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,602101,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
C.P. Mudali Street,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,,,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,,,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,75,,,,,,,,,,,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,,,,,,,,Poonamallee,,,,,,,,,,,
Chennai - Chittoor - Bangalore Road (Old NH4),Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,,,,,,,,Poonamallee,,,,,,,,,,,
Pantheon Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 61,,,,,,,,,,,,,,,,,,,
Montieth Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 61,,,,,,,Pantheon Road Flyover,,,,,,,,,,,,
பாந்தியன் சாலை,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
College Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
NH48,,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Senneerkuppam,,,,,,,,,,,,,,,,,,
College Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600002,India,in,Chennai,Pudupet,,,,199,,Mercedes-Benz Titanium Motors,,,,,,,,,,,,,
Haddows Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Pycrofts Garden Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Pycrofts Garden Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
NH48,Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Varadarajapuram,,,,,,,,,,,,,,,,,,
NH48,Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Varadarajapuram,,,,,,,,,,,,,,,,,,
Greams Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Pycrofts Garden Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
ORR Service Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Agraharam,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,,,,,,,,,,,,Sriperumbudur,,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600063,India,in,,,Dharkas,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,Sriperumbudur,,,,,,,,,
Outer Ring Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Mudichur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Mudichur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Manivakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Manivakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Mudichur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,Sriperumbudur,,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600063,India,in,,,Dharkas,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,,,Tamil Nadu,IN-TN,600045,India,in,,,Erumaiyur,,,,,,,,,Sriperumbudur,Kanchipuram District,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,Thirumudivakkam SIDCO Industrial Estate,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,,,,,,,,Kundrathur,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Outer Ring Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Outer Ring Road,Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Varadarajapuram,,,,,,,,,,,,,,,,,,
NH48,Nazarathpet,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Varadarajapuram,,,,,,,,,,,,,,,,,,
NH48,,Poonamallee,Thiruvallur District,Tamil Nadu,IN-TN,600056,India,in,,,Senneerkuppam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Pycrofts Garden Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Maduranthagam - Vennangupattu Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,Gandhi Nagar,,,,,,,Maduranthakam,,,,,,,,,,,
Maduranthagam - Vennangupattu Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,Gandhi Nagar,,,,,,,Maduranthakam,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,Gandhi Nagar,,,,,,,Maduranthakam,,,,,,,,,,,
Madurantakam - Vennangupet Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Madurantakam - Vennangupet Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600008,India,in,Chennai,Pudupet,,,,55,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Mangadu,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,602101,India,in,,,Chikkarayapuram,,,,,,,,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,Harris Bridge,,,,,,,,,,,,
,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 63,,,,,,,,,,,,,,,,,,,
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,Maharaja,,,,,,,,,,,,,,,,
Abdullah Sahib Street,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 111,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Peters Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Lloyds Colony,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Royapettah High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 119,,,,,,,,,,,,,,,,,,,
இராயப்பேட்டை நெடுஞ்சாலை,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 119,,,,,,,,,,,,,,,,,,,
Royapettah High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CIT Colony,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Peters Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 115,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Vadapattu,,,,,,,Maduranthakam,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Manancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600069,India,in,,,Manancheri,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,Anna Flyover,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600018,India,in,Chennai,Ward 118,,,,365,Hyatt Regency Chennai,,,,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600070,India,in,,,Tharapakkam,,,,,,,,,,,,,,,,,,
Poonamallee - Kundrathur - Pallavaram Road,Anakaputhur,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600070,India,in,,,Tharapakkam,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Seethammal Colony Ext,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Jothiammal Nagar,,,,,,,Maraimalai Adigal Bridge,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Jothiammal Nagar,,,,,,,Maraimalai Adigal Bridge,,,,,,,,,,,,
Taluk Office Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Taluk Office Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Pammal - Pozhichalur Road,Pozhichalur,Alandur,Chennai District,Tamil Nadu,IN-TN,600074,India,in,,,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600032,India,in,Chennai,CMWSSB Division 174,,,,63,,,,,,,,,,ITC Grand Chola,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Gandhinagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 170,,,,,,,,,,,,,,,,,,,
Pammal - Pozhichalur Road,Pozhichalur,Alandur,Chennai District,Tamil Nadu,IN-TN,600074,India,in,,,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Gandhinagar,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Gandhinagar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Kāndalūr,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 171,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 174,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Kāndalūr,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600032,India,in,Chennai,CMWSSB Division 174,,,,63,,,,,,,,,,ITC Grand Chola,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,,CMWSSB Division 159,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,,CMWSSB Division 159,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600032,India,in,Chennai,CMWSSB Division 174,,,,63,,,,,,,,,,ITC Grand Chola,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 170,,,,,,,,,,,,,,,,,,,
,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,,CMWSSB Division 159,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Guindy Bridge,Ward 160,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 174,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600015,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,,CMWSSB Division 170,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Tirutteri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
